title,genre
Nancy Drew and the Hidden Staircase,mystery
A Talking Pony!?!,family
Beauty and the Devil,fantasy
The Nothing,mystery
The Politeness of Kings,crime
Tutuge,horror
The Midnighters,thriller
Window on Your Present,scifi
Tomorrow I'll Wake Up and Scald Myself with Tea,romance
The Greater Good,crime
Dr. No,thriller
Exoplanet,scifi
Night Music,mystery
Demonicus,horror
Bus Driver,crime
Piet Piraat: De grote griezelshow,family
Room for Rent,mystery
Kicks,crime
Hoodwinked Too! Hood vs. Evil,adventure
Raging Fire,adventure
Old Maids,mystery
The Double Life of Véronique,mystery
Confessions of a Dangerous Mind,thriller
Red Tide,scifi
Charlie Chan at Treasure Island,romance
Kada River,thriller
How to Defeat Your Own Clone,scifi
Kamen Rider Agito: Project G4,horror
Octonauts & the Great Barrier Reef,family
Brilliance,scifi
J2: J Retribusi,action
Until Forever,romance
Sonic: Chaos Conquest,adventure
Gyangu tai G-men,crime
Alyosha Popovich i Tugarin Zmey,family
Gunsight Ridge,adventure
Sky on Fire,action
Next Gen,scifi
Sex Hunter: Wet Target,crime
Don't Kill Me,fantasy
Temple Stay,adventure
The House of the Arrow,crime
Crash Test,scifi
The Last: Naruto the Movie,adventure
Into the South African Jungle,adventure
Rasuto Furankenshutain,scifi
Waterfront Inn,mystery
Candyman,horror
Tian shi zhuo jian,horror
The Homefront,family
Wonder Bros.,thriller
Broken Cove,thriller
Where the Truth Lies,mystery
Kiss of the Moon,fantasy
Pikku-Matti maailmalla,family
The Four Trees of Perdue Park,scifi
Four Moods,fantasy
The Starfish,family
The Appearing,horror
Eyewitness,crime
Dance Hall Hostess,romance
Andoromedia,crime
X Meeting,scifi
Osmosis Jones,fantasy
Broadway Hostess,romance
EYO - the Spirit Mortal,action
Ambi Ning Vysaitho,action
Sugar Boxx,crime
Retribution,crime
Rougarou,thriller
Helpless,mystery
Bacao,horror
Till Death Do Us Part,romance
"Relax, I'm from the Future",scifi
Password,action
Double Exposure,mystery
Compton's Finest,action
Santo Faces Death,action
Sum muepuen,action
Cowboy,action
Jolly Roger: Massacre at Cutter's Cove,horror
The Fifth,mystery
Vertical,adventure
Run Like Hell,scifi
Vaada,crime
The Heroes of Arvine Place,family
Enbalming,thriller
The Dark Wind,mystery
Outlaw: Gangster VIP 2,crime
Solo el Amor,romance
Quartet,romance
Flesh Feast,fantasy
In the Valley,family
Who Killed John O'Neill?,thriller
Greater,family
Sa dam ying,thriller
Partikelir,crime
I Am Lisa,thriller
Babar: The Movie,adventure
Nuvvostanante Nenoddantana,romance
The Secret World of Arrietty,adventure
Mo gui fa qia,family
Erotikon,romance
Bigfoot's Bride,horror
Wasser für Canitoga,adventure
Foreign Sarakku,thriller
Inherent Vice,mystery
10 Day's of Darkness,scifi
The Zigzag Kid,adventure
Pyar Ho Gaya,family
Sangama,romance
Young and Dangerous 2,action
Mumbaikar,action
Rain,family
Chandrettan Evideya,fantasy
The Shift,crime
Ghost Mansion,mystery
Honeygiver Among the Dogs,mystery
Whistle,crime
Gye Nyame,action
Beyond us,scifi
Hantu Jamu Gendong,mystery
De matchmaker,family
Mirrormask,fantasy
Ramen Romance,romance
Halfway Home,scifi
Prying Eyes,thriller
Kadi Han,adventure
Shalimar,adventure
Alive,adventure
Stowaway,family
Avemaria,horror
La hora 24,fantasy
Midori in Hawaii,family
Fawn,horror
Hansel & Gretel,fantasy
Maniac,crime
8969,crime
Bloodrape,fantasy
Legong the Killer,romance
Inescapable,mystery
The Zigzag Kid,family
Little Green Men,scifi
The Exiles: Ivy and Maxim Litvinov,romance
Pacific Rim,scifi
Kent State,action
Spirited,thriller
Dragon Hunter,adventure
Lake Mead,horror
Virus Undead,crime
The Runner,crime
Delirious,fantasy
Critical Condition,thriller
Barrio Tales,horror
Gristle's Peak,romance
Livredd,thriller
Clash of the Wolves,adventure
Unidentified Flying Oddball,fantasy
Girls Demand Excitement,romance
Hunting Day,thriller
Broken Springs,horror
"Goodnight, Sweetheart",crime
On Deadly Ground,action
Rob Roy: The Highland Rogue,family
Masti,crime
Outpost 29,scifi
Jules Verne's Mysterious Island,horror
Scarecrow of Oz,adventure
The Wild Thornberrys,family
Prescience,romance
Into the Spider's Web,family
Tristan + Isolde,action
Among the Living,thriller
Cult of Fury,thriller
The Daydreamer,fantasy
"Blood, Scum & Neon Lights",crime
Fingers,horror
Talk About a Stranger,mystery
Mr. McMolyne's Huge Movie,family
"Live Fast, Die Laughing",action
The Fall of Camp Blood,horror
Slaves to the Underground,romance
Budugu,thriller
I genia ton iroon,adventure
Lucid,mystery
Impy's Wonderland,family
Godam & Tira,fantasy
The Order of the Seven,adventure
Deux imbéciles heureux,adventure
Riding 79,adventure
Extinction,action
A Thousand Kisses Deep,scifi
The Presidio,mystery
Family Tree,fantasy
Wild Things,crime
Uuf Kya Jaadoo Mohabbat Hai...,romance
Oz the Great and Powerful,fantasy
Mahaveeryar,action
Mutt,mystery
Lan yi,romance
Clown Motel,action
Aanrijding in Moscou,romance
Shed No Tears,mystery
Night and the City,crime
Pa celam aizejot,romance
There Is No 13,romance
Final Fantasy: The Spirits Within,scifi
Tokyo Tribe,action
Dustins Dojo: The Movie,adventure
L'enfant au diamant,fantasy
Pandorum,mystery
The Black Waters of Echo's Pond,horror
Deadly Sanctuary,mystery
Wuthering Heights,romance
Cin: Ask Büyüsü,horror
Short Circuit,scifi
Brooklyn Love Stories,romance
The Poison Rose,mystery
King Kong Escapes,action
The Great Plane Robbery,adventure
Un povero ricco,romance
M,mystery
Sleepless Beauty,fantasy
Liktendzirnas,fantasy
Switzerland,crime
Lullaby,horror
She-Wolf of London,mystery
Shinobi: Heart Under Blade,fantasy
Andhrawala,action
Target of an Assassin,thriller
Clean Skin,crime
The Fiendish Plot of Dr. Fu Manchu,fantasy
Kid Galahad,romance
The Ghost Station,horror
The Yellow Sign,thriller
The Sculptor,fantasy
John Henry and the Statesmen,family
Surf's Up,adventure
HumAlien,mystery
Love on the Scorching Sand,romance
Jupiter's Moon,scifi
Kapitan Bagwis,family
Extreme Ops,adventure
Fight,action
Activated,crime
Idegölö,crime
Aragami,horror
Stargods,scifi
The Shallows,thriller
The Island Memories,fantasy
Karma Police,scifi
Blindsided,mystery
The Sound of Music,romance
The Creature Below,scifi
Home to Danger,romance
Radio Inside,romance
Confession,mystery
The Amityville Murders,horror
Reborn,adventure
Murder Ahoy,mystery
Libido,thriller
Anna,thriller
Have You Seen This Man?,crime
The Spiral Staircase,horror
Warlords of the Deep,scifi
Bridge of Birds,fantasy
Haisiyat,action
Mortadelo y Filemón. Misión: Salvar la Tierra,family
John Dies at the End,fantasy
Punasii päin,crime
Checkered Ninja 2,family
Deadly Lessons,thriller
18:55,thriller
12th Man,scifi
Berryessa,scifi
The Heatwave Lasted Four Days,crime
The Last Warning,mystery
Christian Mingle,family
King,mystery
Ghostbusters: Afterlife,scifi
Marguerite de la nuit,fantasy
Vellapanti,romance
Cannibal Cannabis,horror
Mo gui fa qia,fantasy
Thunderbolt & Me,adventure
Missile to the Moon,scifi
Christmas with the Prince,adventure
Princess of Cleves,romance
Planet Heaven,scifi
RRRrrrr!!!,mystery
Reanimation Team,adventure
Scalpel,horror
Hit Parade,family
Vismayathumbathu,mystery
Gentleman from Dixie,crime
Lovers of the Arctic Circle,mystery
Zabak,adventure
Devil's Deal,horror
Deliverance: Restitution,action
Puella Magi Madoka Magica the Movie Part 1: Beginnings,fantasy
Digimon Adventure: Last Evolution Kizuna,adventure
Walk with Me,mystery
Strings,fantasy
Paul's Promise,family
The Noble War,fantasy
The Machine Girl,thriller
Vampire Hunter,horror
Liquid Viper,horror
Among,horror
Killer in the Midst,crime
The Pirates Who Don't Do Anything: A VeggieTales Movie,family
One Way Ticket to the Moon,romance
Heart and Yummie,fantasy
Alligator,scifi
A Stasi Comedy,romance
Nocturne,mystery
Red Dog,romance
The Flaying,fantasy
Once Upon a Time in Mongolia,family
Captain America: The Winter Soldier,scifi
The Sunday Woman,mystery
Damaged Disciples,fantasy
Dementia 13,thriller
Secret Act,thriller
Slaughter,thriller
The Jungle Trail,adventure
Kalidasu,action
Evie Bowman and the Rock from Mars,adventure
Medias Res,crime
Black Magic,fantasy
Talbis Iblis,horror
How I Became a Super Hero,fantasy
Miami Vice,crime
Treasure Trouble,adventure
Quantum of Solace,mystery
Battle of the Classes,family
Ultraman Orb: Lend Me the Power of Bonds!,action
Non è mai troppo tardi,fantasy
Azhagai Irukirai... Bayamai Irukiradhu,romance
Psychout for Murder,thriller
Reflections of Evil,horror
Total Dhamaal,adventure
Inception,adventure
In My Mother's Skin,horror
What of This World Without Passion?,fantasy
Untitled Horror Project,horror
Sleeper,thriller
I topi grigi,fantasy
Heretic,adventure
Wide Open Spaces,crime
Kala Shehar,crime
The Police Are Blundering in the Dark,scifi
Prince of Central Park,adventure
Tread Softly,crime
Lucid Dream,scifi
Haunted School 2,fantasy
Gazabb,romance
A Letter of Love,romance
The Thief and the Cobbler,adventure
"Through Fire, Water and... Brass Pipes",fantasy
Girl in 313,mystery
Dayi,adventure
Panash,scifi
Un mundo maravilloso,thriller
The Diabolical Axe,scifi
Nishi Trishna,horror
Saudagar,family
Hot Dog,crime
Tumbal Kanjeng Iblis,mystery
Alien Showdown: The Day the Old West Stood Still,scifi
Strings,scifi
Restless,romance
Rhinoceros Eyes,horror
Absolon,scifi
The Price They Pay,crime
Oliver Twist,family
Penguin Pool Murder,mystery
The American,adventure
Moon's Curse,horror
Future Stakes,action
Rasputin,thriller
Fire in the Night,thriller
Bum to A Billion,action
Thoughtless,horror
Joey,family
Wajah Tum Ho,mystery
Darkness of Otherwhere,mystery
Beeper,crime
Kin-dza-dza!,scifi
Pattanathil Bhootham,action
City of Dark,mystery
Full Moon Over Belgrade,horror
The Last Bite,scifi
The Hurt Singer,romance
Three Came to Kill,crime
The Wedding Invitation,romance
Mother's Little Helpers,family
Feri Dast Ghashang,adventure
Clyde and Bear,fantasy
The Man Who Cheated Himself,mystery
Oblivion Island: Haruka and the Magic Mirror,family
The Girl with a Pistol,romance
Body Parts,scifi
Shabnam,adventure
The Shoreway Disaster,horror
Oi kathos prepei,crime
Thattathin Marayathu,romance
The Death of Alice Blue,horror
Little Boy Blue: Tiny Terrestrial,scifi
Hatyapuri,thriller
Rumble,fantasy
Kids Against the Sorcerers,fantasy
Warriors of Future,scifi
"Ultus, the Man from the Dead",fantasy
El Jeremías,family
Darkness and Dawn,scifi
"I, Anna",thriller
Requiem for Laura Martin,thriller
The Pale Blue Eye,mystery
Deprivation,action
Slaughter Horse,horror
Come Away,adventure
The Steel Lady,adventure
Power Rangers 3,adventure
Alien Legion,scifi
To Betrayers and Hero's: A Madness of Avlon Klynn Story,fantasy
John from Home,romance
Generation: Light,family
Trent's Last Case,crime
iBoy,thriller
Blood Tulips,thriller
Young Hero Yue Fei,action
Knights of Newgate,fantasy
Tales of Babylon,crime
Fire and Ice,family
Through the Forest,fantasy
Heaven with a Barbed Wire Fence,romance
Colonials,scifi
Cheolgwon,action
Dilruba,crime
Musketeers of the Sea,adventure
Reversed Seven,mystery
Hotdog,fantasy
Star Wars: Episode I - The Phantom Menace,scifi
Otherside,scifi
Nightmare in Psycho Town,horror
Kalia,action
The Outer Wild,scifi
Welcome to Rio,action
Destiny's Rebirth: Rise of the Dragon,scifi
Goosebumps,adventure
O Filho da Prostituta,crime
What Happened to the Wolf?,romance
Beyond,romance
Operation Terra Sol -3,scifi
Beyond the Trek,scifi
The Lord Protector,fantasy
Milyon,action
The Adventures of Scribbles & Pearl,family
Via Lattea... la prima a destra,family
My Little Pony: Equestria Girls - Legend of Everfree,family
Schoolgirl Report 10: Every Girl Starts Sometime,romance
Who Killed Van Loon?,crime
The Chronicles of Riddick,adventure
Domino Effect,thriller
Virtue,crime
Jako zajíci,family
Lahing Texas,thriller
Bang Bang Kid,adventure
"Siete en la mira, 2da. parte: La furia de la venganza",action
Five Shaolin Masters,action
The Black Knight,adventure
Super Singh,action
Song One,romance
Sangram,adventure
Walker Texas Ranger 3: Deadly Reunion,crime
Madhu,romance
The Dream Weaver Series,fantasy
Hidden Wrath,horror
Dead Rush,action
Da di shuang ying,crime
Purpose,thriller
Fei yan zi da zhan du yan xia,adventure
Gunmen,thriller
Cacería humana,mystery
The Yellow Cab Man,romance
Unholy Women,horror
Deadly Focus,mystery
Heart of Stone,action
Unruly Friends,mystery
The Spirit,thriller
The Legend of Buddha,family
A Greyhound of a Girl,family
Dead or Alive: Final,scifi
The Spy Ring,adventure
Secret Invasion Stop Motion,action
That Beautiful Somewhere,fantasy
Tik Tik Tik,scifi
I'm Every Woman,romance
"The OUTLAW: The Living Comic Book, 666",fantasy
The Unborn,scifi
Valley of the Dragons,fantasy
My Friend Irma Goes West,crime
Street Fighter,adventure
Caliber 9,thriller
A titokzatos stylesi eset,mystery
Cada quién su lucha,action
The Secret Hollywood Treasure,action
"Lucky, el intrépido",adventure
Arjuna Phalguna,crime
Catatan (Harian) Si Boy,action
Saturday the 14th Strikes Back,horror
Missing Pieces,romance
Enteng the Dragon,fantasy
"Veritas, Prince of Truth",adventure
Extra Ordinary,fantasy
The Gates of Vanity,thriller
Jighansa,mystery
The Nativity Story,fantasy
London Road,crime
The Loser Man,mystery
Evidence of the Sasquatch,thriller
A Stone Cold Christmas,romance
Chung Cu Ma,horror
The Legend of Wolf Mountain,family
Digging Up the Marrow,mystery
Land of the Dead,horror
The Equinox... A Journey Into the Supernatural,fantasy
Goofy Chefs,adventure
Quid Pro Quo,mystery
By the Pricking of My Thumbs,mystery
The Dork of the Rings,fantasy
A Reasonable Man,thriller
The Price of Milk,fantasy
Curse of the Stone Hand,horror
Sullivan's Sluggers,horror
Gogol. A Terrible Vengeance,mystery
Beyond Recognition,adventure
Phantom Boy,adventure
The Gents,crime
Patlabor: The Movie,scifi
Dragon Ball Z: Super Android 13,scifi
Escape from the Planet of the Apes,action
The Moustache,mystery
Two Bellmen Three,action
Untitled the Thing Remake,scifi
Sakalagunabhi Rama,family
Made in Abyss,adventure
No One Lives Forever,fantasy
Yalan,romance
The Starry Night,thriller
Ink Man,fantasy
Little Odysseus and the Cyclops,family
Metal Messiah,scifi
En Julefortelling,fantasy
The Indian in the Cupboard,family
Magnetic,romance
Deuces,scifi
Surge of Power: Doctor Who Tribute,adventure
The Concrete Jungle,crime
Queen of the Desert,adventure
Muse,horror
Trashman,thriller
The Night Before Easter,horror
Arkona,horror
Tangiers,action
Sacrifice,action
Shabnam,romance
Night of the Templar,mystery
The Argentum Prophecies,scifi
Timeless Romance,romance
Dritter Mai zwischen den Nudeln,adventure
Wayland,thriller
Command Performance,romance
Blind Horizon,thriller
Captain America: New World Order,action
As I Am,fantasy
Who's the Boss?,romance
The Thief and the Cobbler,family
Silver Hawk,scifi
The Defenders,adventure
Malice: Origin,mystery
Rumah,fantasy
"Le pays des âmes, a jazz fable",fantasy
Cheetah,family
Arjun Reddy,action
Gold Train,action
You Are Here,romance
Darbuján a Pandrhola,fantasy
My Missing Valentine,romance
Break Loose,crime
The Mystic Film Crew,fantasy
Huevos: Little Rooster's Egg-cellent Adventure,fantasy
The Juggler of Notre Dame,fantasy
Demons,horror
Stalker,scifi
Doraemon: Nobita's Dorabian Nights,scifi
Kissebaaz,thriller
Offseason,horror
Three Bosses,action
Christmas Holidate,romance
Pakiusap,romance
Hero Mode,family
The Summit,scifi
Bulletface,thriller
Daddy Loves You,horror
Gagarine,fantasy
Miraculous Journey,adventure
Bruce Almighty,fantasy
Frequency,thriller
Skipped Parts,romance
False Colors,action
Star Wars: Episode III - Revenge of the Sith,adventure
Barroz,action
Hester Street,romance
Cheongchuneul byeonsanghala,action
Lone Wolf and Cub: Baby Cart in Peril,action
Kampung Drift,family
Starwatch,scifi
The Immortal Wars: Rebirth,scifi
Rock Dancer,thriller
The Last Days of Frankie the Fly,romance
Manmadha Leelai,romance
Cascabelito,family
Synesthesia,mystery
Lovers and Thieves,crime
Aswang,horror
King Toad,mystery
Santa Fe Marshal,action
Oracle,thriller
The Lonely,mystery
The Hands That Rolls the Wheel,family
Baksu-chiltae deonara,mystery
NCR: Chapter One,crime
The Devil Below,mystery
The Knife,crime
Aamne - Saamne,romance
O Último Êxtase,romance
She Died Famous,mystery
A Wizard's Tale,adventure
"Goodnight, Light",horror
Cassandra,horror
Ion,scifi
On My Dead Body,fantasy
Equinox,mystery
Poludnik zero,action
Bone Walker,horror
Tiger Team: The Mountain of the 1000 Dragons,adventure
Samaria,fantasy
Untitled ESL eSports Project,action
The Night Cry,family
Parasyte: Part 1,horror
Bushido,action
Enter Nowhere,mystery
When Ladies Meet,romance
It Always Rains on Sunday,romance
The Golden Calf,adventure
Contre-Coup,scifi
The Asphalt Jungle,crime
The Assassination Bureau,crime
Poker,romance
Patched Pat,adventure
The Damned,thriller
The Singing Nun,family
"Goodbye, 20th Century",scifi
In Another Life,family
Stranger on the Third Floor,mystery
Zone Drifter,scifi
Evolutionary,scifi
Volcano High,fantasy
Tim,romance
Cheating Blondes,mystery
José do Telhado,thriller
The Hanover House,thriller
Ibn el-Qunsul,family
The 10 Year Plan,romance
Wax: A Denver Crime Story,crime
Hiya Diba Kak,romance
The Haunting of Hell House,horror
Morgens um Sieben ist die Welt noch in Ordnung,family
Passenger,thriller
Tayna zheleznoy dveri,family
Children of the Watchers,thriller
Tian wang xing dong,crime
The Officer with a Rose,romance
El robo de las momias de Guanajuato,mystery
November,mystery
Monarch,horror
Angel of Light,horror
Third World,fantasy
Alien Reign of Man,fantasy
Kabhi Dhoop Kabhi Chhaon,family
The Snow Queen,fantasy
Ma Lanhua,family
The Protégée,action
